Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
1599695487,"27 May 2018, 09:05:15",Edinburgh marathon ,Run,That was tough. But a really good marathon overall. ,13837,42.51,180,137,FALSE,,New Balance 880v7 Jan18,activities/1719266224.fit.gz,69.9,,13837,13837,42514.4,5.8,,257.8,,2.4,100,18.7,-0.2,,,92,85,180,126,,,3684,,,137,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/F2F9027E-5917-4D7E-8CBF-84E2D036CA69.jpg
1611438801,"2 Jun 2018, 08:03:40",Morning Run,Run,,1538,4.91,216,115,FALSE,,New Balance 880v7 Jan18,activities/1731813331.fit.gz,69.9,,1538,1538,4916.5,5.1,,61.6,,39.9,62.6,10.5,0,,,89,85,216,191,,,432,,,115,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614272818,"3 Jun 2018, 09:01:22",Morning Run,Run,,2141,7.94,181,49,FALSE,,New Balance 880v7 Jan18,activities/1734812772.fit.gz,69.9,,2141,2141,7941.2,4.9,,14.8,,15,21.4,5.1,0,,,97,88,181,151,,,683,,,49,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638805022,"14 Jun 2018, 19:55:06",Evening Run,Run,,1926,4.95,163,15,FALSE,,New Balance 880v7 Jan18,activities/1760919975.fit.gz,69.9,,1926,1755,4949.6,4.3,,39.6,,39.7,55.1,7.7,0.2,,,90,77,163,130,,,292,,,15,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644100719,"17 Jun 2018, 08:36:25",Morning Run,Run,,1924,7.82,162,15,FALSE,,New Balance 880v7 Jan18,activities/1766479903.fit.gz,69.9,,1924,1924,7819.9,5.4,,37.5,,49.9,60.9,3.7,0,,,102,90,162,130,,,312,,,15,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656258036,"23 Jun 2018, 08:07:49",Morning Run,Run,,1228,4.92,192,30,FALSE,,New Balance 880v7 Jan18,activities/1779199870.fit.gz,69.9,,1228,1228,4926,5.7,,65.6,,39.9,62.9,9.7,0,,,97,89,192,154,,,256,,,30,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659456337,"24 Jun 2018, 14:16:44",Afternoon Ride,Ride,,3981,22.24,,,FALSE,,Black Beauty,activities/1782549397.fit.gz,69.9,8.6,3981,3780,22244.5,10.7,,163.1,,32,66,14.3,0,,,64,59,,,,96,1300,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,3276569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668476400,"28 Jun 2018, 20:06:35",Night Run,Run,,1848,4.93,178,34,FALSE,,New Balance 880v7 Jan18,activities/1791917297.fit.gz,69.9,,1848,1848,4932,4,,45.8,137,39.9,63.1,12.8,0,,,85,75,178,142,,,331,,,34,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682351328,"5 Jul 2018, 11:13:53",Lunch Run,Run,,2106,5.61,200,48,FALSE,,New Balance 880v7 Jan18,activities/1806293590.fit.gz,69.9,,2106,1945,5618.1,5.6,,31.1,184,13.3,34.5,20,0.3,,,89,79,200,152,,,412,,,48,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686017558,"7 Jul 2018, 08:06:16",Morning Run,Run,,1350,4.92,171,15,FALSE,,New Balance 880v7 Jan18,activities/1810086524.fit.gz,69.9,,1350,1350,4923.7,4.7,,64.3,114,39.9,62.9,10.7,0,,,94,86,171,139,,,262,,,15,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695499767,"11 Jul 2018, 13:05:27",Afternoon Run,Run,,1877,6.5,170,49,FALSE,,New Balance 880v7 Jan18,activities/1819974743.fit.gz,69.9,,1877,1852,6501,12.1,,35.8,201,17,35,10.4,0.2,,,95,86,170,154,,,424,,,49,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700960537,"14 Jul 2018, 04:19:53",I move London relay,Run,,3164,9.66,187,32,FALSE,,New Balance 880v7 Jan18,activities/1825643436.fit.gz,69.9,,3164,3068,9667.9,8.9,,101.5,713,1.2,23.2,15.8,0,,,91,83,187,138,,,536,,,32,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704650275,"15 Jul 2018, 08:33:14",Morning Run,Run,,2543,9.91,186,31,FALSE,,New Balance 880v7 Jan18,activities/1829487544.fit.gz,69.9,,2543,2543,9912,5.5,,79.4,231,30.5,44.9,5.5,0,,,96,88,186,135,,,406,,,31,,,,,,,,,,,,,0,,,10016.5,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708339026,"17 Jul 2018, 11:46:27",Lunch Run,Run,,1853,6.71,206,111,FALSE,,New Balance 880v7 Jan18,activities/1833311720.fit.gz,69.9,,1853,1792,6717.5,9.4,,42.8,366,16.8,35,14.9,0.1,,,92,86,206,181,,,516,,,111,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717149344,"21 Jul 2018, 08:03:46",Morning Run,Run,,1307,4.93,191,29,FALSE,,New Balance 880v7 Jan18,activities/1842428373.fit.gz,69.9,,1307,1307,4929.9,6.6,,84.3,120,75.1,104.2,12.5,0,,,97,87,191,149,,,264,,,29,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719783328,"22 Jul 2018, 08:09:06",Morning Run,Run,,9133,16.25,179,92,FALSE,,New Balance 880v7 Jan18,activities/1845842491.fit.gz,69.9,,9133,6489,16254.1,6.4,,88.8,302,26.9,64,28.1,0,,,116,80,179,137,,,1230,,,92,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722303377,"23 Jul 2018, 13:04:52",Afternoon Run,Run,,2191,6.63,202,47,FALSE,,New Balance 880v7 Jan18,activities/1848513831.fit.gz,69.9,,2191,1876,6630.4,9.4,,21,37,19,35,10.7,0.2,,,91,86,202,154,,,425,,,47,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732827111,"28 Jul 2018, 08:08:34",Morning Run,Run,,1336,4.81,210,71,FALSE,,New Balance 880v7 Jan18,activities/1859426015.fit.gz,69.9,,1336,1336,4815.2,4.8,,62.6,108,39.9,63.2,10.1,0,,,97,87,210,177,,,346,,,71,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735440085,"29 Jul 2018, 09:03:46",Morning Run,Run,,2534,9.85,160,24,FALSE,,New Balance 880v7 Jan18,activities/1862148201.fit.gz,69.9,,2534,2534,9849.5,4.9,,52.8,78,14.4,26,3.8,0,,,100,89,160,137,,,446,,,24,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741015561,"31 Jul 2018, 20:14:19",Night Run,Run,,1772,5.52,167,16,FALSE,,New Balance 880v7 Jan18,activities/1867924210.fit.gz,69.9,,1772,1757,5519.9,4.3,,38.5,104,40,62.5,8.5,0.3,,,88,81,167,135,,,319,,,16,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748596826,"4 Aug 2018, 08:07:01",27 minute pacer at gladstone,Run,,1625,4.94,181,30,FALSE,,New Balance 880v7 Jan18,activities/1875965419.fit.gz,69.9,,1625,1625,4947.3,4.1,,67.1,135,39.9,63.1,9.6,0,,,90,85,181,146,,,328,,,30,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751134603,"5 Aug 2018, 08:32:39",Morning Run,Run,,2446,9.71,161,30,FALSE,,New Balance 880v7 Jan18,activities/1878674857.fit.gz,69.9,,2446,2446,9710.5,6.2,,44.3,225,5,13,5.1,0,,,93,88,161,140,,,469,,,30,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764228257,"11 Aug 2018, 08:06:02",Morning Run,Run,,1618,4.9,157,13,FALSE,,New Balance 880v7 Jan18,activities/1894190986.fit.gz,69.9,,1618,1618,4907.5,4.4,,64.5,169,39.9,62.7,10.6,0,,,90,84,157,129,,,263,,,13,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778140979,"17 Aug 2018, 10:38:46",Lunch Ride,Ride,,3112,13.95,132,6,TRUE,,Black Beauty,activities/1908580703.fit.gz,69.9,8.6,3112,2595,13949,11.8,,99.8,275,17.9,65.9,40.8,-0.2,,,65,59,132,102,,85,289,,,6,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3276569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780016411,"18 Aug 2018, 07:59:01",Aldenham parkrun,Run,,1223,4.9,169,24,FALSE,,New Balance 880v7 Jan18,activities/1910516832.fit.gz,69.9,,1223,1223,4904.4,5.9,,36,127,97,107.1,7.4,0,,,98,89,169,148,,,272,,,24,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782434145,"19 Aug 2018, 08:08:45",Sunday long run,Run,,6330,14.75,187,171,FALSE,,New Balance 880v7 Jan18,activities/1913019923.fit.gz,69.9,,6330,5679,14758.8,8.8,,59.5,485,25.3,52,17.6,-0.1,,,88,81,187,156,,,1309,,,171,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788431813,"21 Aug 2018, 18:39:40",Evening Run,Run,,703,2.97,145,3,FALSE,,New Balance 880v7 Jan18,activities/1919194877.fit.gz,69.9,,703,703,2972.7,6.1,,14.4,79,45.9,61.5,5.7,0,,,97,89,145,125,,,116,,,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791618090,"23 Aug 2018, 08:14:46",Morning Ride,Ride,,2970,8.4,199,12,FALSE,,Black Beauty,activities/1922457501.fit.gz,69.9,8.6,2970,1980,8402.8,9.1,,63.6,127,35.9,65,12.7,0,,,66,60,199,117,,63,315,,,12,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,3276569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811346992,"1 Sept 2018, 08:08:01",Morning Run,Run,,1312,4.93,216,103,FALSE,,New Balance 880v7 Jan18,activities/1942724203.fit.gz,69.9,,1312,1312,4937.2,7,,63.4,80,39.9,63.2,10.2,0,,,111,87,216,195,,,386,,,103,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811354874,"23 Aug 2018, 18:47:38",Evening Run,Run,,991,2.56,170,13,FALSE,,New Balance 880v7 Jan18,activities/1942723969.fit.gz,69.9,,991,895,2566.9,5.2,,28,152,35,58.4,13.2,-0.3,,,89,81,170,136,,,164,,,13,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818709670,"4 Sept 2018, 13:11:03",Afternoon Run,Run,,1885,6.34,198,76,FALSE,,New Balance 880v7 Jan18,activities/1950306039.fit.gz,69.9,,1885,1804,6347,6.4,,38.6,200,16.8,35,15.7,0.2,,,91,86,198,166,,,446,,,76,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821024985,"5 Sept 2018, 13:07:27",Afternoon Run,Run,,1836,6.75,173,30,FALSE,,New Balance 880v7 Jan18,activities/1952677343.fit.gz,69.9,,1836,1824,6757.5,17.2,,44.8,349,16.8,35,5.8,0,,,92,87,173,142,,,344,,,30,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827248072,"8 Sept 2018, 08:04:48",Morning Run,Run,,1238,4.94,183,31,FALSE,,New Balance 880v7 Jan18,activities/1959073367.fit.gz,69.9,,1238,1238,4942.1,5.1,,62.6,78,39.9,62.6,8.9,0,,,101,87,183,152,,,268,,,31,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829482723,"9 Sept 2018, 08:07:55",Morning Run,Run,,7916,16.13,169,30,FALSE,,New Balance 880v7 Jan18,activities/1961384939.fit.gz,69.9,,7916,6034,16138,4.6,,87.8,407,26.9,64,25,0,,,110,80,169,117,,,877,,,30,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836601459,"12 Sept 2018, 12:54:03",Afternoon Run,Run,,1842,6.63,168,9,FALSE,,New Balance 880v7 Jan18,activities/1968737830.fit.gz,69.9,,1842,1834,6629.4,10.9,,38.2,209,16.9,35,13.1,0.2,,,94,86,168,115,,,221,,,9,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838787282,"13 Sept 2018, 12:40:21",Afternoon Run,Run,,2094,6.37,159,14,FALSE,,New Balance 880v7 Jan18,activities/1970981330.fit.gz,69.9,,2094,1778,6374.2,6.2,,30.9,78,16.9,35,42.2,0.1,,,93,87,159,129,,,292,,,14,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854152976,"20 Sept 2018, 12:11:01",Afternoon Run,Run,,1871,4.79,201,65,FALSE,,New Balance 880v7 Jan18,activities/1986871126.fit.gz,69.9,,1871,1851,4789.7,4.5,,23.2,66,16.8,33.2,6.3,0.3,,,90,77,201,161,,,447,,,65,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857562745,"22 Sept 2018, 08:04:43",Morning Run,Run,,1226,5.01,191,54,FALSE,,New Balance 880v7 Jan18,activities/1990439721.fit.gz,69.9,,1226,1226,5015.2,6.6,,35.7,169,10.6,25,10.6,0,,,96,88,191,167,,,303,,,54,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865731642,"24 Sept 2018, 08:29:49",Morning Run,Run,,4266,6.73,210,19,FALSE,,New Balance 880v7 Jan18,activities/1998883607.fit.gz,69.9,,4266,2941,6736.8,3,,151.2,153,28.4,94.6,21.1,0,,,86,77,210,128,,,580,,,19,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872559391,"29 Sept 2018, 08:09:57",Morning Run,Run,,1249,4.9,182,23,FALSE,,New Balance 880v7 Jan18,activities/2005913772.fit.gz,69.9,,1249,1249,4904.1,6.2,,63,120,39.9,62.8,8.9,0,,,104,88,182,147,,,251,,,23,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891570824,"7 Oct 2018, 16:40:40",Afternoon Run,Run,,3064,5.7,155,10,FALSE,,New Balance 880v7 Jan18,activities/2025694575.fit.gz,69.9,,3064,1770,5702.8,6.6,,34.5,426,8.8,62.8,35.1,-0.7,,,89,83,155,121,,,252,,,10,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891570928,"6 Oct 2018, 08:04:59",Morning Run,Run,,1360,4.9,201,80,FALSE,,New Balance 880v7 Jan18,activities/2025694387.fit.gz,69.9,,1360,1360,4904.6,5.8,,62.3,135,39.9,62.8,8.5,0,,,92,86,201,178,,,360,,,80,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891947975,"8 Oct 2018, 13:05:38",Afternoon Run,Run,,1899,6.69,210,26,FALSE,,New Balance 880v7 Jan18,activities/2026085511.fit.gz,69.9,,1899,1838,6698.1,6.4,,42.5,198,16.9,35,11.6,0.1,,,93,86,210,137,,,296,,,26,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901308100,"13 Oct 2018, 08:10:57",Morning Run,Run,,1232,4.99,168,10,FALSE,,New Balance 880v7 Jan18,activities/2035718299.fit.gz,69.9,,1232,1232,4990,5.7,,24.7,57,62.1,70.6,1.7,0,,,95,88,168,128,,,194,,,10,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903881606,"14 Oct 2018, 09:02:30",Cabbage patch 10 miler,Run,,4107,16.02,191,166,FALSE,,New Balance 880v7 Jan18,activities/2038371475.fit.gz,69.9,,4107,4107,16021.5,4.8,,28.9,129,2.5,11.4,10.4,0,,,93,88,191,164,,,963,,,166,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/16CFB348-4411-4C1D-AAC1-3DDC0E909334.jpg
1910282407,"17 Oct 2018, 12:14:59",Afternoon Run,Run,,1744,5.14,160,6,FALSE,,New Balance 880v7 Jan18,activities/2045061373.fit.gz,69.9,,1744,1602,5145.4,5.9,,24.4,101,16.8,33,13.7,0.3,,,89,83,160,111,,,205,,,6,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912303519,"18 Oct 2018, 12:10:56",Afternoon Run,Run,,2113,4.33,217,55,FALSE,,New Balance 880v7 Jan18,activities/2047139854.fit.gz,69.9,,2113,1389,4334.2,4.7,,9.3,175,16.9,33,4.3,-0.3,,,89,84,217,172,,,325,,,55,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916100493,"20 Oct 2018, 10:35:11",Lunch Run,Run,,1317,4.05,188,23,FALSE,,New Balance 880v7 Jan18,activities/2051058066.fit.gz,69.9,,1317,1186,4056.6,5.2,,13.6,164,13,22.8,5.9,0,,,92,85,188,149,,,281,,,23,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920360108,"22 Oct 2018, 08:57:28",Morning Ride,Ride,,2576,13.81,142,8,FALSE,,Black Beauty,activities/2055522969.fit.gz,69.9,8.6,2576,2391,13815.6,10.1,,67.7,138,13.1,61.3,10.1,-0.3,,,69,60,142,111,,72,289,,,8,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,3276569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921286034,"22 Oct 2018, 18:14:42",Evening Ride ,Ride,,2937,14.07,143,9,FALSE,,Black Beauty,activities/2056479767.fit.gz,69.9,8.6,2937,2736,14070.9,9.8,,100.5,322,14.8,58.7,7.8,0.3,,,68,60,143,109,,78,319,,,9,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,3276569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929773374,"27 Oct 2018, 08:30:10",Beachy head 10k,Run,,2746,9.41,188,78,FALSE,,New Balance 880v7 Jan18,activities/2065193615.fit.gz,69.9,,2746,2745,9411.5,6,,238,265,47,159.9,26.6,0,,,122,86,188,156,,,612,,,78,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942850737,"3 Nov 2018, 09:08:05",Morning Run,Run,,1314,4.89,163,14,FALSE,,New Balance 880v7 Jan18,activities/2078700166.fit.gz,69.9,,1314,1314,4898.2,5.7,,68.7,124,35.5,58,6.4,0,,,93,86,163,133,,,230,,,14,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945379029,"4 Nov 2018, 11:50:32",Lunch Run,Run,,3091,7.14,176,23,FALSE,,New Balance 880v7 Jan18,activities/2081327781.fit.gz,69.9,,3091,2646,7144.2,4.3,,89.1,187,36.7,76.5,20.2,0,,,93,75,176,128,,,364,,,23,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951269099,"7 Nov 2018, 14:09:31",Afternoon Run,Run,,1884,6.68,177,33,FALSE,,New Balance 880v7 Jan18,activities/2087402467.fit.gz,69.9,,1884,1835,6681.6,9.4,,19.9,1764,12.9,28.9,14.1,0,,,93,85,177,145,,,387,,,33,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969244239,"14 Nov 2018, 14:00:29",Afternoon Run,Run,,1885,6.53,196,85,FALSE,,New Balance 880v7 Jan18,activities/2105861317.fit.gz,69.9,,1885,1858,6533.3,8.8,,12.8,238,12.9,28.9,12.4,-0.1,,,91,86,196,169,,,481,,,85,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969244424,"17 Nov 2018, 09:03:43",Morning Run,Run,,1299,4.89,189,63,FALSE,,New Balance 880v7 Jan18,activities/2105861567.fit.gz,69.9,,1299,1299,4898.1,5.1,,65.5,94,35.5,58,6.4,0,,,94,87,189,170,,,338,,,63,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971493663,"18 Nov 2018, 09:16:13",Morning Run,Run,,6234,15.75,177,45,FALSE,,New Balance 880v7 Jan18,activities/2108225272.fit.gz,69.9,,6234,6111,15757.5,4,,31.2,509,6,49.1,10.2,-0.3,,,90,83,177,125,,,697,,,45,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976159808,"20 Nov 2018, 22:12:14",Cold wet windy dark. What a feeling aye!,Run,,1731,4.33,192,40,FALSE,,New Balance 880v7 Jan18,activities/2113036577.fit.gz,69.9,,1731,1175,4331.3,20,,18.5,255,43.6,59,6.1,0.2,,,93,84,192,161,,,272,,,40,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981800620,"24 Nov 2018, 09:05:34",Morning Run,Run,,1248,4.94,159,8,FALSE,,New Balance 880v7 Jan18,activities/2118933081.fit.gz,69.9,,1248,1248,4939,5.5,,66.9,88,35.5,58.2,6.4,0,,,97,89,159,127,,,200,,,8,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984204455,"25 Nov 2018, 11:44:40",London city runners Sunday run,Run,,6028,17.07,183,60,FALSE,,New Balance 880v7 Jan18,activities/2121442386.fit.gz,69.9,,6028,5799,17071.3,7.3,,59.1,593,-0.1,12.2,20.9,0,,,93,85,183,132,,,876,,,60,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/8D081B91-C1A8-4063-B622-4573F18AB977.jpg
1989385271,"28 Nov 2018, 13:42:30",Afternoon Run,Run,,1972,6.38,174,38,FALSE,,New Balance 880v7 Jan18,activities/2126867578.fit.gz,69.9,,1972,1772,6381.1,7.6,,6.8,245,12.7,24.6,11.2,-0.1,,,91,85,174,149,,,404,,,38,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994069787,"1 Dec 2018, 09:06:46",Morning Run,Run,,1274,4.88,169,18,FALSE,,New Balance 880v7 Jan18,activities/2131760110.fit.gz,69.9,,1274,1274,4887.9,5.4,,67,115,35.6,58,7.8,0,,,96,87,169,138,,,235,,,18,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996090517,"2 Dec 2018, 09:38:00",City runners 10k,Run,,3635,10.43,171,46,FALSE,,New Balance 880v7 Jan18,activities/2133876659.fit.gz,69.9,,3635,3215,10437.4,7,,26.8,340,1.4,6.2,6.1,0,,,91,84,171,139,,,567,,,46,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000424277,"4 Dec 2018, 19:18:43",Evening commute ,Run,,2041,5.89,171,25,TRUE,,New Balance 880v7 Jan18,activities/2138398483.fit.gz,69.9,,2041,1803,5890.2,6.3,,27.8,104,23.4,48.9,10.8,0.4,,,89,84,171,142,,,365,,,25,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/1EEE86F2-BAFB-4453-B0D5-B316CB89A9C0.jpg|media/7D87D4B0-25EB-4D78-9E2A-A67F2AB734B2.jpg
2006450552,"8 Dec 2018, 09:01:18",Morning Run,Run,,1262,5.01,166,26,FALSE,,New Balance 880v7 Jan18,activities/2144613308.fit.gz,69.9,,1262,1262,5016,4.8,,9.3,97,21.3,26.1,1.7,0,,,96,89,166,148,,,271,,,26,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
